"","x"
"d.218",1.88552768617743
"d.219",1.95658664501735
"d.220",1.70544108159411
"d.221",1.81701963358802
"d.222",1.77907444024052
"d.223",2.38385767211756
"d.224",1.62740464969628
"d.225",2.12175415959586
"d.226",1.79294989355996
"d.227",1.98711362967884
"d.228",2.0767436795621
"d.229",1.76344458722576
"d.230",1.89315617580489
"d.231",1.90065375937947
"d.232",2.25722038566116
"d.233",2.15273581369677
"d.234",2.24866839532131
"d.235",2.82273930780452
"d.236",2.02175706686738
"d.237",2.15037569349083
"d.238",3.31174547531026
"d.239",1.83927575388413
"d.240",2.04900861531976
"d.241",2.28390933747619
"d.242",2.08459231721242
"d.243",2.83522523405468
"d.244",2.8495112404352
"d.245",1.61159992363084
"d.246",2.15427116552658
"d.247",2.48637025687781
"d.248",2.20338215471806
"d.249",2.25482588277346
"d.250",2.37478889480114
"d.251",0.778854032029284
"d.252",2.18357430353388
"d.253",2.38497349241433
"d.254",2.48566432826999
"d.255",2.20139106026573
"d.256",2.52270968915947
"d.257",2.82311887206564
"d.258",2.7296324215317
"d.259",3.17603590655353
"d.260",2.47868309501007
"d.261",2.71457726127778
"d.262",2.43927427716001
"d.263",2.2197257035798
"d.264",1.70652986196474
"d.265",2.14540526688494
"d.266",1.8236203785342
"d.267",2.79131038248185
"d.268",2.87255647321313
"d.269",2.88916830692958
"d.270",2.97231358442635
"d.271",2.48287152367166
"d.272",2.24599364196774
"d.273",1.80765179687417
"d.274",2.6912183877475
"d.275",2.80882672034061
"d.276",2.84441285282316
"d.277",2.96398264338153
"d.278",2.64047084274126
"d.279",2.93884560515342
"d.280",2.76740455044032
"d.281",2.51663629656994
"d.282",2.63977570970947
"d.283",2.11992605111025
"d.284",2.29300764825811
"d.285",2.23431419296373
"d.286",2.04228864849137
"d.287",2.13280243113687
"d.288",1.85823526997421
"d.289",2.07116968042704
"d.290",1.55278003568719
"d.291",2.29488996593658
"d.292",2.4126352730321
"d.293",1.44379189417654
"d.294",1.5216931678312
"d.295",1.83039506551917
"d.296",-0.542871000471604
"d.297",-12.1740810743407
"d.298",-12.1947420022976
"d.299",0.272511861287561
"d.300",1.78198259397652
"d.301",-12.2183190687622
"d.302",-12.1775550635927
"d.303",2.29794106068624
"d.304",0.845906430835789
"d.305",1.71359234944595
"d.306",-11.9955216427306
"d.307",-12.032272872865
"d.308",2.14282294958346
"d.309",2.25190953087845
"d.310",1.9583608871176
"d.311",-0.28404051892254
"d.312",1.08577709925227
"d.313",2.10393299515093
"d.314",-0.236412254387227
"d.315",2.12749779403977
"d.316",2.38654533538089
"d.317",2.80419230689372
"d.318",2.00668379854333
"d.319",2.90358785547328
"d.320",3.12350441705701
"d.321",1.95724265832653
"d.322",2.67845982228775
"d.323",2.82808684224015
"d.324",2.80935422014418
"d.325",2.54586135829331
"d.326",2.27300369030296
"d.327",2.7484588775045
"d.328",3.37135652269448
"d.329",3.31107192758224
"d.330",2.98209515469061
"d.331",3.08728968601474
"d.332",2.972905162654
"d.333",2.79363665081343
"d.334",2.64477027126019
"d.335",2.90601038432184
"d.336",1.6449296793343
"d.337",2.36236192202196
"d.338",2.36866481971657
"d.339",2.35050491354382
"d.340",2.56506099228253
"d.341",2.69338000030285
"d.342",2.17446296033386
"d.343",1.99844799527556
"d.344",2.35898115562349
"d.345",0.961780614867043
"d.346",1.51919727975607
"d.347",2.29411940431198
"d.348",1.55034801224705
"d.349",1.90430544868427
"d.350",2.01518014347367
"d.351",1.89055499782094
"d.352",2.20594724037437
"d.353",2.95773919611319
"d.354",3.184577124944
"d.355",2.43484669047937
"d.356",2.25626396933228
"d.357",1.87959502857802
"d.358",1.08871299250141
"d.359",1.2298641831261
"d.360",1.11527181273143
"d.361",1.06026049259814
"d.362",1.16242291656303
"d.363",2.99652718274307
"d.364",2.87612567337071
"d.365",1.91378314215879
"d.366",3.05337207690133
"d.367",2.39568004343469
"d.368",2.18928781721793
"d.369",2.55932048379563
"d.370",2.36468266948019
"d.371",2.52088196184787
"d.372",2.47938762896931
"d.373",1.63400730279948
"d.374",0.709443332474943
"d.375",0.488597668568082
"d.376",2.4260809308333
"d.377",0.633420629167388
"d.378",2.73275444123152
"d.379",0.490783965516611
"d.380",1.58493054631522
"d.381",2.01615909606799
"d.382",1.86071029258976
"d.383",1.94173546761644
"d.384",1.80901431391904
"d.385",1.18546453258366
"d.386",1.51108226780861
"d.387",-0.0180795531182429
"d.388",-11.9399326028076
"d.389",-0.466437188512374
"d.390",0.179989710453344
"d.391",-12.0754313411125
"d.392",1.06414621855097
"d.393",0.269999620300808
"d.394",0.793664161450695
"d.395",0.280004588307603
"d.396",-1.39311371750976
"d.397",-12.0161043753105
"d.398",0.1473692007595
"d.399",-11.9659734619074
"d.400",-0.372650191156692
"d.401",1.66104151454875
"d.402",0.192278059674711
"d.403",0.622752793157787
"d.404",-12.0599513733613
"d.405",-12.0481836578813
"d.406",-11.9955217984867
"d.407",0.00311509291419421
"d.408",0.530058177257849
"d.409",-11.9787468731662
"d.410",-11.9871694479956
"d.411",-11.9266564391281
"d.412",-1.43747489223496
"d.413",-11.9955235050079
"d.414",-11.9221882571147
"d.415",-11.9616822488243
"d.416",-11.917701700629
"d.417",-11.9573683040304
"d.418",-11.9266542235612
"d.419",-11.9310996622094
"d.420",-11.9041240096692
"d.421",-11.9996740282623
"d.422",-11.9311017123967
"d.423",-12.0362769758394
"d.424",-11.9266550698357
"d.425",-12.0079227221287
"d.426",-12.0038062273628
"d.427",-11.9616794660351
"d.428",-11.9399333781322
"d.429",-11.9573678618398
"d.430",-11.9616834110457
"d.431",-0.794980344513875
"d.432",-11.9530400836268
"d.433",1.2266523972204
"d.434",1.41645080983886
"d.435",1.85835486088365
"d.436",2.84960231726239
"d.437",-0.563948071609221
"d.438",3.47333600733559
"d.439",2.62016006521547
"d.440",1.92196404997674
"d.441",-12.0830839177391
"d.442",-1.43915494569044
"d.443",1.41587335503005
"d.444",1.09178152701633
"d.445",1.31228345986248
"d.446",1.21309804891254
"d.447",0.375329896809065
"d.448",2.31582609223916
"d.449",-0.388693316584919
"d.450",0.483369564942492
"d.451",-11.9955256992313
"d.452",-12.0038092719806
"d.453",0.0657132978996293
"d.454",1.95254109638137
"d.455",2.20978769178101
"d.456",2.01126701448232
"d.457",1.60500523018944
"d.458",0.916742454190325
"d.459",1.24086627067423
"d.460",2.12978456261227
"d.461",1.97065333176847
"d.462",2.52319322019552
"d.463",2.11421888293253
"d.464",2.24659519572365
"d.465",2.76776062900697
"d.466",0.699055834903637
"d.467",2.02926081493283
"d.468",1.66531610715663
"d.469",1.20730269506177
"d.470",1.92371776294415
"d.471",1.23874099732167
"d.472",0.623331271978051
"d.473",-0.358543455867506
"d.474",0.703849827146952
"d.475",0.0889313145980439
"d.476",0.174491737176534
"d.477",0.803910817774559
"d.478",1.13832548103428
"d.479",2.34020261913267
"d.480",2.25693774196884
"d.481",2.59132481593842
"d.482",3.23328081546444
"d.483",2.50781248956261
"d.484",2.3128620164677
"d.485",2.57153725737701
"d.486",3.15060561115135
"d.487",1.64698416154057
"d.488",1.85210453001493
"d.489",2.404903964575
"d.490",3.15148844949052
"d.491",1.96741149617846
"d.492",2.15298054552683
"d.493",2.00832386220772
"d.494",2.93939490244493
"d.495",1.78699197181107
"d.496",0.994746795308593
"d.497",0.340006920542254
"d.498",0.750105864587522
"d.499",0.390571367837642
"d.500",0.248202950012453
"d.501",0.505551572195248
"d.502",0.739556546904883
"d.503",0.183766665135431
"d.504",0.732571406948621
"d.505",0.263581229523645
"d.506",0.128009377737849
"d.507",0.394386481058272
"d.508",-1.09289634408644
"d.509",-0.526256239959025
"d.510",-0.76930996201997
"d.511",-11.8903511039798
"d.512",-0.661197856583831
"d.513",-0.0219779263977023
"d.514",0.641045324083485
"d.515",-0.0412689204870338
"d.516",-11.890352580033
"d.517",-11.9955248025608
"d.518",-11.9745079364256
"d.519",-0.0825752007051887
"d.520",-12.0599538234236
"d.521",0.920264621332232
"d.522",0.244387052913338
"d.523",0.936891375522675
"d.524",-0.24643489350033
"d.525",0.0983751199119769
"d.526",-0.635564321428132
"d.527",1.65934528964272
"d.528",2.4202705817273
"d.529",2.46830998810256
"d.530",-0.19495804045102
"d.531",-0.584324955984536
"d.532",0.683115623868574
"d.533",-0.337841737883132
"d.534",0.816179295419398
"d.535",-11.9311026392996
"d.536",-12.0038091552502
"d.537",-11.9659767778362
"d.538",-12.0161086744975
"d.539",1.36117108822375
"d.540",0.0586053857701626
"d.541",-2.73800486962039
"d.542",1.55797819072691
"d.543",-11.9131975273672
"d.544",-1.11909400572264
"d.545",-11.948689818015
"d.546",-2.73365172539806
"d.547",-2.72489206930745
"d.548",-11.9355266395639
"d.549",-11.9221882705709
"d.550",-1.09289924445045
"d.551",-2.02721202905757
"d.552",-1.09289993058604
"d.553",-11.9659752896517
"d.554",-1.60835818769354
"d.555",-1.097310914594
"d.556",-0.526258709058023
"d.557",-0.333654466350598
"d.558",-11.9041229453619
"d.559",-1.1060785871419
"d.560",-1.3424381707851
"d.561",-1.10607742574688
"d.562",-1.31168700421164
"d.563",-0.648492391008342
"d.564",-1.11043451095584
"d.565",-1.59943971165511
"d.566",0.623172242196868
"d.567",-0.0431526755539117
"d.568",-0.648493143030118
"d.569",-0.441737888906698
"d.570",-0.287462595545689
"d.571",-0.639932015342576
"d.572",0.263580588925917
"d.573",-0.530513764814849
"d.574",0.405488321630784
"d.575",-0.112425137799923
"d.576",-0.420718198250742
"d.577",-1.59944058749907
"d.578",-0.526258626104314
"d.579",-2.00945533780928
"d.580",-0.337840273146081
"d.581",-0.648489940549533
"d.582",-1.6039076147282
"d.583",-0.777933810882129
"d.584",-0.337842193759114
"d.585",-0.777934877115682
"d.586",0.0313371473820475
"d.587",-0.0632628846462994
"d.588",-0.186812027489902
"d.589",0.263582693630485
"d.590",-0.194958116170311
"d.591",-0.530508919919384
"d.592",0.295137190163246
"d.593",1.05291929307496
"d.594",0.0665573327312526
"d.595",-0.12457775435457
"d.596",1.97384922031122
"d.597",0.210540460612819
"d.598",0.472337711995719
"d.599",0.183770681940625
"d.600",-0.424954474643615
"d.601",-0.534746339852771
"d.602",-0.42495288243977
"d.603",-0.530509459232696
"d.604",-0.639935735112958
"d.605",-0.0390853641966742
"d.606",-0.424955832858649
"d.607",-0.534748989208368
"d.608",-0.534745395122908
"d.609",-1.11043119368702
"d.610",-0.00629897454156912
"d.611",-0.267137349003606
"d.612",0.255866233301831
"d.613",-0.178608901619887
"d.614",0.128007837443802
"d.615",-0.927943331391755
"d.616",-0.342014207634014
"d.617",-1.59943915482444
"d.618",-1.09730882085878
"d.619",-1.31613480381565
"d.620",-0.648490799094574
"d.621",-0.773631132866189
"d.622",-0.521988008146923
"d.623",-0.329449655660468
"d.624",-0.639935102822584
"d.625",-0.914875298371994
"d.626",-0.9236079182145
"d.627",-0.424955559245176
"d.628",-0.769309107205097
"d.629",0.0825646457739757
"d.630",-0.769308839929255
"d.631",-0.648489771230463
"d.632",-1.32056481683287
"d.633",-0.246432244512986
"d.634",-0.521986462910964
"d.635",-1.99593353967092
"d.636",-0.639934731453214
"d.637",-0.526255568863343
"d.638",-0.777933507698085
"d.639",-1.09289856241592
"d.640",-0.919251073221855
"d.641",-2.00046113760081
"d.642",-1.09289982782011
"d.643",-0.764973098715783
"d.644",-1.60390761181323
"d.645",-2.01392306301462
"d.646",-0.433379375345261
"d.647",2.17328958609576
"d.648",2.01546909837658
"d.649",2.29050255023841
"d.650",2.29591181019999
"d.651",1.93570120465406
"d.652",1.74108116721493
"d.653",2.0007257024994
"d.654",1.44514635780241
"d.655",2.44830776606396
"d.656",1.64732918312906
"d.657",2.16221903066859
"d.658",2.79510055460679
"d.659",2.87938867624597
"d.660",2.79834843467532
"d.661",2.23416201267137
"d.662",2.90488739362765
"d.663",1.79068920730417
"d.664",1.77159554336492
"d.665",1.49949619005141
"d.666",2.68794683622962
"d.667",2.7790051876032
"d.668",2.94202994322281
"d.669",2.79302471037998
"d.670",2.76885207885551
"d.671",2.7044350744588
"d.672",2.60724009367287
"d.673",2.85647949952603
"d.674",2.69184623450842
"d.675",2.67957868683398
"d.676",2.40840533411467
"d.677",2.05410095200381
"d.678",1.33193921768637
"d.679",2.37968645703317
"d.680",2.81129556056422
"d.681",2.32016161930167
"d.682",2.75991743642453
"d.683",2.08227913987014
"d.684",2.01271499942369
"d.685",2.09007450607895
"d.686",2.09443844748286
"d.687",2.34233548051229
"d.688",2.90093368990293
"d.689",2.85538924459801
"d.690",2.62331500510774
"d.691",1.70932347684418
"d.692",1.57538139599267
"d.693",2.29683741573224
"d.694",2.30910737252546
"d.695",2.33681586829402
"d.696",2.16187380487089
"d.697",2.29464736833501
"d.698",2.0329689558295
"d.699",2.82482628919614
"d.700",2.51463097093429
"d.701",2.52254853653581
"d.702",2.63252678406574
"d.703",2.35558108541924
"d.704",2.39444120094511
"d.705",2.64532027384045
"d.706",2.08141443080025
"d.707",2.64096784889238
"d.708",1.93329113923786
"d.709",2.34311985715576
"d.710",2.42267920518634
"d.711",2.82262616191005
"d.712",2.61010366032813
"d.713",2.18219266453538
"d.714",2.37051465304591
"d.715",2.3791526882959
"d.716",2.58992843601809
"d.717",2.58331084050335
"d.718",2.1231812995621
"d.719",2.44163701593026
"d.720",2.29626399723149
"d.721",2.2633866502869
"d.722",2.00072363646383
"d.723",1.51852500454444
"d.724",0.619683670274629
"d.725",1.95650452790079
"d.726",2.47145346884032
"d.727",2.28212226309875
"d.728",2.14052649301951
"d.729",1.91490476315918
"d.730",2.84651972989511
"d.731",2.36456258335381
"d.732",1.94523281624904
"d.733",1.85247713655955
"d.734",1.48003712058412
"d.735",2.25441951981482
"d.736",-0.677910370770537
"d.737",-0.342014260077769
"d.738",1.21000498727098
"d.739",0.893869472607113
"d.740",0.712787078918528
"d.741",1.25620649420896
"d.742",1.80865749793166
"d.743",2.10020014522127
"d.744",1.85097935133043
"d.745",1.54792607413176
"d.746",1.84953880551099
"d.747",1.80348777523451
"d.748",2.01207767067464
"d.749",-0.53158364750377
"d.750",-11.9131951773487
"d.751",0.714989318962089
"d.752",1.39989468157825
"d.753",2.05856154882471
"d.754",1.62419534375924
"d.755",-12.1168027920495
"d.756",-12.1565313599238
"d.757",-12.214983126721
"d.758",-11.9871675273471
"d.759",0.685946807678933
"d.760",-12.0754330143841
"d.761",-12.0982116559424
"d.762",-12.0599523658439
"d.763",-12.0442304972566
"d.764",2.3182243750609
"d.765",0.48980160687717
"d.766",2.04661199741564
"d.767",2.23246466211893
"d.768",2.49338508639129
"d.769",1.88767884028193
"d.770",2.36202838704831
"d.771",2.64805037169009
"d.772",2.55429919131549
"d.773",2.21802796965103
"d.774",1.89625425970575
"d.775",2.68905761970356
"d.776",1.85982673724606
"d.777",1.99590179262429
"d.778",2.6812164793075
"d.779",2.09202576179302
"d.780",2.33784310221156
"d.781",2.39838767829853
"d.782",2.36266154429447
"d.783",2.09686401620614
"d.784",2.91555040707391
"d.785",2.88749784349985
"d.786",2.20018408392033
"d.787",2.4337309957779
"d.788",2.54198558245846
"d.789",2.04306383342481
"d.790",1.81740594416772
"d.791",2.29217357697997
"d.792",2.79723317569377
"d.793",2.79238167159312
"d.794",2.66752099681952
"d.795",2.641596691303
"d.796",1.60993221790731
"d.797",2.07902620623358
"d.798",0.679778896698966
"d.799",3.03139943954298
"d.800",2.80949558884929
"d.801",2.44066049044172
"d.802",2.27321852638751
"d.803",2.61883380849733
"d.804",2.98490566614991
"d.805",3.03396180634828
"d.806",3.03355864400323
"d.807",2.66816655051646
"d.808",2.75472454589636
"d.809",2.8281255190292
"d.810",2.42341618693349
"d.811",2.82599094484131
"d.812",2.8538409961801
"d.813",2.01231872786598
"d.814",2.65753490997703
"d.815",2.4867634407049
"d.816",3.10228223903079
"d.817",2.78409559233176
"d.818",2.03964110137791
"d.819",2.96376048287967
"d.820",1.74844495619192
"d.821",2.12287086201235
"d.822",1.94942649604424
"d.823",2.80833794516269
"d.824",2.67367536307813
"d.825",3.33590214665996
"d.826",2.64395664965613
"d.827",2.68097528342327
"d.828",2.55239085616546
"d.829",2.27778882571709
"d.830",2.26689565621178
"d.831",2.18698908212647
"d.832",2.3485056894929
"d.833",2.26854424194934
"d.834",2.71629439300696
"d.835",2.81650692713532
"d.836",2.6259279705141
"d.837",2.66582770641919
"d.838",-0.0104515606170986
"d.839",0.618820202029286
"d.840",-12.1670972235349
"d.841",1.89042784254667
"d.842",1.93633581618139
"d.843",1.48207787247029
"d.844",1.77857616291392
"d.845",1.7726561606191
"d.846",1.7735755383252
"d.847",2.49938328993221
"d.848",1.88143049311233
"d.849",1.24175584020444
"d.850",1.68738005027112
"d.851",2.35136377470521
"d.852",1.41796892450679
"d.853",2.13743781476121
"d.854",2.05748929499763
"d.855",1.70331362583632
"d.856",2.51927597036381
"d.857",2.64928596870715
"d.858",2.44969322370004
"d.859",1.6593216264393
"d.860",1.83620989679226
"d.861",2.28048546865585
"d.862",1.94513580282293
"d.863",2.51560318868652
"d.864",2.34008390067367
"d.865",2.40747314346341
"d.866",2.5519134312278
"d.867",2.29979330938889
"d.868",2.26188326727625
"d.869",2.58054902738254
"d.870",2.07208653183541
"d.871",2.33206821162594
"d.872",2.33619429822781
"d.873",2.91618285502808
"d.874",2.45894003435714
"d.875",0.900493751105157
"d.876",1.62172625016767
"d.877",2.35867102947354
"d.878",1.51264181945007
"d.879",1.79756200836188
"d.880",1.4687186301436
"d.881",2.21868458034068
"d.882",2.09393055047531
"d.883",-12.1494246748009
"d.884",-0.169661296876594
"d.885",2.53650903142835
"d.886",1.55070549989289
"d.887",1.77375754368686
"d.888",2.12407588191613
"d.889",-12.251063312605
"d.890",0.580418927554738
"d.891",1.37573508573525
"d.892",0.913516366098625
"d.893",0.635000307986775
"d.894",1.07968330073484
"d.895",1.46712449179889
"d.896",-0.075158858168721
"d.897",1.77002792563013
"d.898",2.04620955127309
"d.899",1.02004344916574
"d.900",1.59251436705065
"d.901",1.75368372198078
"d.902",0.898063683184285
"d.903",1.82007912632597
"d.904",1.50173987055782
"d.905",1.49162442881237
"d.906",1.84793591971803
"d.907",1.57663506585244
"d.908",1.40566545181555
"d.909",1.11473279716124
"d.910",0.336222478009767
"d.911",0.480962793541296
"d.912",-1.61277901973202
"d.913",0.831126755548759
"d.914",-0.517692514253719
"d.915",0.508635220745195
"d.916",2.25687015332518
"d.917",1.85379802721434
"d.918",2.07637694265377
"d.919",2.33424569373699
"d.920",2.19552182581435
"d.921",2.26856394083096
"d.922",2.48215757516646
"d.923",1.51255989593609
"d.924",2.42500533486819
"d.925",1.96493955393443
"d.926",1.29250732741802
"d.927",1.97571019863163
"d.928",1.02855453678904
"d.929",0.690616972195616
"d.930",0.861201254690134
"d.931",1.01596654571026
"d.932",0.785296670665299
"d.933",1.7204945956581
"d.934",-12.0120201741298
"d.935",0.634181961191817
"d.936",0.264265875883776
"d.937",-12.149423886947
"d.938",1.52865856789935
"d.939",0.574668552636695
"d.940",0.333428502004367
"d.941",0.121720286877328
"d.942",1.10284601445564
"d.943",0.929738719124352
"d.944",-1.61796189955132
"d.945",-12.1056869610608
"d.946",0.652259266861003
"d.947",1.131782610931
"d.948",0.917828511327419
"d.949",1.60723604670234
"d.950",0.272513520906893
"d.951",2.46341363806267
"d.952",1.85592799413986
"d.953",2.16313371568945
"d.954",2.29788119490925
"d.955",2.37555285321269
"d.956",1.95416027278373
"d.957",2.14713935186956
"d.958",2.09171061266046
"d.959",2.1916356357593
"d.960",2.64285092647742
"d.961",2.2370756315055
"d.962",2.03751804497924
"d.963",1.17646508813754
"d.964",1.08559560482076
"d.965",1.64939077691052
"d.966",2.12517362576215
"d.967",1.8364808457315
"d.968",1.77538500088688
"d.969",2.1403533289028
"d.970",1.77170112530727
"d.971",1.47464454525878
"d.972",-3.09595114781913
"d.973",-12.0982069536255
"d.974",-12.1981418519413
"d.975",-12.0638424078647
"d.976",-12.397627657244
"d.977",0.667534253293667
"d.978",-2.29281124702198
"d.979",0.939570382123529
"d.980",1.64482491848244
"d.981",0.872350174055001
"d.982",-0.753890582800741
"d.983",0.948549727209137
"d.984",1.21945347258559
"d.985",1.32727422133198
"d.986",1.83862492056818
"d.987",1.89956000922626
"d.988",1.94095474961968
"d.989",0.523534325268987
"d.990",0.381083354017201
"d.991",1.52854608574274
"d.992",1.19603194642399
"d.993",0.367936622045812
"d.994",-0.724110594595242
"d.995",2.1831813191754
"d.996",1.59965041241308
"d.997",-0.981875552980651
"d.998",0.849531291840424
"d.999",1.57745436849795
"d.1000",1.45601355958211
"d.1001",2.13955665722377
"d.1002",0.781400585290032
"d.1003",1.96107108359115
"d.1004",1.77774761737003
"d.1005",1.89839199641921
"d.1006",1.41104612628368
"d.1007",0.826300250481932
"d.1008",1.6371239627359
"d.1009",1.4116745513794
"d.1010",0.864478072550294
"d.1011",0.824720200156554
"d.1012",1.19171893501626
"d.1013",0.355297163163413
"d.1014",1.55698217664641
"d.1015",1.4669935640928
"d.1016",0.768315598137941
"d.1017",1.7497725147159
"d.1018",1.39313946560341
"d.1019",1.57760597659792
"d.1020",1.90040138809759
"d.1021",2.2568402226651
"d.1022",2.31549387183845
"d.1023",1.74573443370239
"d.1024",1.56285236978732
"d.1025",2.30279839805999
"d.1026",2.53530893171893
"d.1027",1.95688955836012
"d.1028",2.35424809167915
"d.1029",2.55992745095482
"d.1030",1.6042932127574
"d.1031",2.21465879960425
"d.1032",2.15363797011068
"d.1033",2.42697450289605
"d.1034",2.29698897847164
"d.1035",2.33675508315557
"d.1036",1.9758426127221
"d.1037",2.11182099921496
"d.1038",2.62814331142796
"d.1039",2.615383506605
"d.1040",2.49122006356049
"d.1041",2.01453213653028
"d.1042",1.80591537476364
"d.1043",1.62228761730931
"d.1044",2.23945346750934
"d.1045",2.69847354085619
"d.1046",1.99850021773307
"d.1047",2.23319238639801
"d.1048",2.14306348077188
"d.1049",2.18591419488278
"d.1050",2.39440270129169
"d.1051",2.05760235847253
"d.1052",1.96888990221639
"d.1053",1.77519372625395
